transaction_id,user_id,amount,category,transaction_date
txn_100065,user_15,442.77,entertainment,2025-06-17
txn_100066,user_40,18.43,utilities,2025-05-12
txn_100067,user_50,50.11,utilities,2025-05-18
txn_100068,user_77,198.42,electronics,2025-06-18
txn_100069,user_28,167.17,fuel,2025-04-15
txn_100070,user_2,288.43,groceries,2025-05-01
txn_100071,user_84,380.46,dining,2025-04-06
txn_100072,user_39,40.65,dining,2025-06-22
txn_100073,user_57,295.42,electronics,2025-04-24
txn_100074,user_29,161.28,utilities,2025-04-16
txn_100075,user_64,406.25,electronics,2025-06-30
txn_100076,user_83,182.11,fuel,2025-06-02
txn_100077,user_30,293.86,entertainment,2025-07-02
txn_100078,user_29,291.59,fuel,2025-06-25
txn_100079,user_47,334.41,utilities,2025-06-09
txn_100080,user_95,400.36,fuel,2025-04-24
txn_100081,user_40,253.19,electronics,2025-05-22
txn_100082,user_85,156.16,fuel,2025-06-13
txn_100083,user_68,268.92,electronics,2025-04-24
txn_100084,user_15,490.18,groceries,2025-06-12
txn_100085,user_6,96.92,groceries,2025-04-11
txn_100086,user_18,429.86,dining,2025-04-07
txn_100087,user_78,425.27,travel,2025-04-25
txn_100088,user_71,430.6,travel,2025-05-02
txn_100089,user_66,106.94,clothing,2025-05-30
txn_100090,user_65,16.41,utilities,2025-05-17
txn_100091,user_95,9.19,travel,2025-04-12
txn_100092,user_100,243.77,travel,2025-04-25
txn_100093,user_64,147.81,utilities,2025-06-30
txn_100094,user_22,300.01,clothing,2025-06-15
txn_100095,user_93,385.03,clothing,2025-04-12
txn_100096,user_27,135.34,entertainment,2025-06-20
txn_100097,user_71,33.15,clothing,2025-04-24
txn_100098,user_80,308.87,clothing,2025-04-22
txn_100099,user_15,236.34,clothing,2025-05-22
txn_100100,user_27,137.62,groceries,2025-05-26
txn_100101,user_87,430.25,utilities,2025-06-08
txn_100102,user_14,68.53,electronics,2025-04-10
txn_100103,user_12,211.93,fuel,2025-04-29
txn_100104,user_65,394.56,clothing,2025-05-17
txn_100105,user_9,133.18,entertainment,2025-04-20
txn_100106,user_79,38.25,utilities,2025-04-08
txn_100107,user_32,406.43,electronics,2025-06-22
txn_100108,user_34,476.31,travel,2025-04-11
txn_100109,user_100,431.83,clothing,2025-06-05
txn_100110,user_91,44.4,entertainment,2025-05-30
txn_100111,user_15,182.44,groceries,2025-05-25
txn_100112,user_27,378.8,groceries,2025-04-09
txn_100113,user_74,288.6,travel,2025-05-08
txn_100114,user_36,448.88,clothing,2025-04-17
txn_100115,user_59,206.05,dining,2025-04-15
txn_100116,user_55,230.54,utilities,2025-04-04
txn_100117,user_88,387.08,dining,2025-06-01
txn_100118,user_41,366.5,entertainment,2025-04-17
txn_100119,user_48,319.93,fuel,2025-05-26
txn_100120,user_24,497.26,electronics,2025-06-07
txn_100121,user_83,464.94,clothing,2025-06-09
txn_100122,user_4,482.99,entertainment,2025-05-09
txn_100123,user_9,48.88,fuel,2025-05-16
txn_100124,user_23,289.37,electronics,2025-04-16
txn_100125,user_60,89.1,electronics,2025-04-06
txn_100126,user_64,21.63,entertainment,2025-05-14
txn_100127,user_94,97.75,travel,2025-04-16
txn_100128,user_52,498.26,fuel,2025-04-24
txn_100129,user_96,25.51,fuel,2025-05-05
txn_100130,user_1,386.85,clothing,2025-04-22
txn_100131,user_22,366.52,electronics,2025-04-12
txn_100132,user_7,222.18,fuel,2025-04-29
txn_100133,user_38,391.83,electronics,2025-04-28
txn_100134,user_42,11.83,clothing,2025-06-13
txn_100135,user_34,349.97,electronics,2025-05-12
txn_100136,user_71,60.61,fuel,2025-04-29
txn_100137,user_20,188.25,electronics,2025-05-13
txn_100138,user_67,197.08,electronics,2025-06-25
txn_100139,user_69,288.99,clothing,2025-06-15
txn_100140,user_96,134.54,utilities,2025-05-15
txn_100141,user_42,405.72,entertainment,2025-04-05
txn_100142,user_35,125.85,fuel,2025-06-10
txn_100143,user_86,344.09,travel,2025-05-20
txn_100144,user_91,341.31,dining,2025-07-02
txn_100145,user_74,342.02,dining,2025-06-11
txn_100146,user_25,260.5,entertainment,2025-06-13
txn_100147,user_84,125.47,entertainment,2025-05-10
txn_100148,user_33,57.1,entertainment,2025-04-25
txn_100149,user_15,413.62,electronics,2025-07-02
txn_100150,user_49,202.42,entertainment,2025-04-13
txn_100151,user_36,381.91,entertainment,2025-04-12
txn_100152,user_2,47.77,entertainment,2025-05-08
txn_100153,user_33,493.06,utilities,2025-06-16
txn_100154,user_18,116.13,fuel,2025-05-11
txn_100155,user_60,429.46,fuel,2025-04-21
txn_100156,user_11,136.48,entertainment,2025-05-20
txn_100157,user_97,325.68,utilities,2025-06-08
txn_100158,user_26,141.48,dining,2025-05-23
txn_100159,user_47,434.53,groceries,2025-05-18
txn_100160,user_64,187.88,travel,2025-05-18
txn_100161,user_73,451.91,dining,2025-06-22
txn_100162,user_7,299.01,entertainment,2025-04-26
txn_100163,user_89,124.14,entertainment,2025-04-07
txn_100164,user_2,262.74,clothing,2025-04-07
txn_100165,user_85,463.27,fuel,2025-04-28
txn_100166,user_83,255.67,groceries,2025-04-09
txn_100167,user_21,292.89,fuel,2025-04-05
txn_100168,user_99,267.98,clothing,2025-06-03
txn_100169,user_16,232.12,clothing,2025-06-03
txn_100170,user_85,73.93,travel,2025-06-05
txn_100171,user_3,176.02,dining,2025-05-10
txn_100172,user_87,262.44,travel,2025-05-28
txn_100173,user_16,58.25,utilities,2025-06-18
txn_100174,user_5,246.02,travel,2025-06-25
txn_100175,user_63,319.21,electronics,2025-06-01
txn_100176,user_16,117.0,groceries,2025-06-13
txn_100177,user_80,494.44,electronics,2025-04-27
txn_100178,user_58,424.11,electronics,2025-05-15
txn_100179,user_22,222.81,electronics,2025-05-09
txn_100180,user_73,232.35,utilities,2025-06-12
txn_100181,user_69,99.82,fuel,2025-05-21
txn_100182,user_99,50.92,groceries,2025-05-10
txn_100183,user_52,217.44,travel,2025-06-29
txn_100184,user_52,73.18,travel,2025-06-08
txn_100185,user_76,344.03,electronics,2025-06-13
txn_100186,user_94,440.49,entertainment,2025-06-28
txn_100187,user_30,406.28,utilities,2025-06-03
txn_100188,user_72,32.62,clothing,2025-04-11
txn_100189,user_96,149.87,clothing,2025-04-17
txn_100190,user_85,136.45,groceries,2025-04-26
txn_100191,user_97,78.0,utilities,2025-05-13
txn_100192,user_3,201.72,entertainment,2025-05-18
txn_100193,user_88,244.51,electronics,2025-06-09
txn_100194,user_57,79.26,clothing,2025-06-02
txn_100195,user_12,28.63,groceries,2025-05-31
txn_100196,user_44,160.01,dining,2025-05-21
txn_100197,user_71,405.4,clothing,2025-04-22
txn_100198,user_83,83.45,utilities,2025-05-27
txn_100199,user_4,429.01,travel,2025-06-18
txn_100200,user_90,99.26,entertainment,2025-04-03
txn_100201,user_48,203.1,entertainment,2025-06-01
txn_100202,user_87,256.35,utilities,2025-06-09
txn_100203,user_98,140.78,fuel,2025-04-29
txn_100204,user_60,8.63,groceries,2025-06-30
txn_100205,user_37,293.88,fuel,2025-06-01
txn_100206,user_13,39.14,dining,2025-04-16
txn_100207,user_37,405.73,electronics,2025-04-28
txn_100208,user_86,225.58,dining,2025-06-22
txn_100209,user_68,281.3,dining,2025-05-01
txn_100210,user_65,355.7,fuel,2025-06-07
txn_100211,user_41,241.18,dining,2025-05-21
txn_100212,user_27,136.83,clothing,2025-06-18
txn_100213,user_11,145.58,entertainment,2025-05-10
txn_100214,user_53,444.59,dining,2025-05-07
txn_100215,user_57,203.73,fuel,2025-05-23
txn_100216,user_77,40.14,entertainment,2025-04-04
txn_100217,user_32,400.38,utilities,2025-05-18
txn_100218,user_10,482.02,clothing,2025-04-07
txn_100219,user_98,65.2,clothing,2025-06-26
txn_100220,user_77,370.29,electronics,2025-06-09
txn_100221,user_94,441.23,clothing,2025-04-10
txn_100222,user_75,222.9,clothing,2025-04-12
txn_100223,user_66,343.61,dining,2025-06-01
txn_100224,user_67,222.45,travel,2025-07-01
txn_100225,user_64,151.68,electronics,2025-04-03
txn_100226,user_39,142.09,utilities,2025-05-05
txn_100227,user_6,13.76,entertainment,2025-05-12
txn_100228,user_21,203.52,entertainment,2025-06-22
txn_100229,user_89,445.12,utilities,2025-06-07
txn_100230,user_97,304.12,entertainment,2025-06-29
txn_100231,user_5,463.68,entertainment,2025-04-25
txn_100232,user_85,447.45,utilities,2025-04-05
txn_100233,user_44,369.02,entertainment,2025-05-21
txn_100234,user_84,333.81,entertainment,2025-04-22
txn_100235,user_16,103.95,travel,2025-06-08
txn_100236,user_28,302.52,utilities,2025-05-07
txn_100237,user_14,415.55,travel,2025-06-17
txn_100238,user_62,152.99,groceries,2025-06-18
txn_100239,user_29,246.81,electronics,2025-05-08
txn_100240,user_82,444.26,electronics,2025-06-23
txn_100241,user_37,258.14,fuel,2025-06-19
txn_100242,user_22,120.05,clothing,2025-05-29
txn_100243,user_31,341.16,groceries,2025-04-16
txn_100244,user_75,131.38,travel,2025-06-24
txn_100245,user_38,113.98,groceries,2025-04-10
txn_100246,user_80,492.66,travel,2025-06-19
txn_100247,user_26,444.97,fuel,2025-04-28
txn_100248,user_58,210.65,dining,2025-04-29
txn_100249,user_50,47.66,fuel,2025-05-19
txn_100250,user_75,475.62,entertainment,2025-05-02
txn_100251,user_95,387.7,dining,2025-07-01
txn_100252,user_42,484.23,travel,2025-06-22
txn_100253,user_57,167.12,utilities,2025-05-07
txn_100254,user_64,267.44,dining,2025-06-12
txn_100255,user_17,183.4,utilities,2025-04-27
txn_100256,user_94,189.65,electronics,2025-04-29
txn_100257,user_18,479.26,fuel,2025-05-26
txn_100258,user_66,72.13,dining,2025-04-14
txn_100259,user_7,249.92,travel,2025-04-23
txn_100260,user_27,316.23,dining,2025-06-07
txn_100261,user_83,89.72,utilities,2025-06-04
txn_100262,user_73,121.38,fuel,2025-06-07
txn_100263,user_39,223.92,electronics,2025-04-09
txn_100264,user_47,6.51,travel,2025-06-12
txn_100265,user_16,187.89,electronics,2025-06-29
txn_100266,user_70,274.73,travel,2025-06-03
txn_100267,user_31,328.79,fuel,2025-05-30
txn_100268,user_22,332.23,groceries,2025-05-01
txn_100269,user_35,408.39,electronics,2025-04-30
txn_100270,user_50,333.61,utilities,2025-04-17
txn_100271,user_22,137.19,utilities,2025-05-14
txn_100272,user_84,179.2,groceries,2025-06-14
txn_100273,user_98,363.46,fuel,2025-07-01
txn_100274,user_87,195.72,travel,2025-05-19
txn_100275,user_64,159.0,groceries,2025-06-10
txn_100276,user_98,125.3,travel,2025-06-03
txn_100277,user_26,424.13,dining,2025-05-24
txn_100278,user_64,54.8,fuel,2025-05-03
txn_100279,user_50,120.48,clothing,2025-05-09
txn_100280,user_71,317.78,dining,2025-04-11
txn_100281,user_16,37.97,electronics,2025-06-25
txn_100282,user_21,155.84,groceries,2025-05-06
txn_100283,user_42,371.49,fuel,2025-05-21
txn_100284,user_97,153.64,travel,2025-04-18
txn_100285,user_74,124.0,electronics,2025-05-20
txn_100286,user_86,5.9,clothing,2025-04-21
txn_100287,user_58,199.56,clothing,2025-05-08
txn_100288,user_81,22.34,groceries,2025-04-08
txn_100289,user_40,396.51,fuel,2025-04-30
txn_100290,user_79,366.67,groceries,2025-05-06
txn_100291,user_33,118.65,clothing,2025-05-27
txn_100292,user_48,109.23,clothing,2025-04-15
txn_100293,user_84,205.07,dining,2025-04-10
txn_100294,user_99,300.92,clothing,2025-05-12
txn_100295,user_19,327.81,electronics,2025-07-01
txn_100296,user_92,191.76,electronics,2025-06-23
txn_100297,user_63,285.78,clothing,2025-06-05
txn_100298,user_40,154.82,groceries,2025-05-26
txn_100299,user_9,129.64,dining,2025-05-31
txn_100300,user_44,411.28,electronics,2025-06-12
txn_100301,user_21,62.45,fuel,2025-06-08
txn_100302,user_3,451.74,dining,2025-05-11
txn_100303,user_10,325.19,entertainment,2025-04-19
txn_100304,user_36,48.21,clothing,2025-04-30
txn_100305,user_87,316.24,fuel,2025-04-26
txn_100306,user_22,472.21,electronics,2025-06-19
txn_100307,user_50,356.21,dining,2025-06-25
txn_100308,user_49,438.27,travel,2025-04-04
txn_100309,user_91,21.54,utilities,2025-06-17
txn_100310,user_42,122.49,electronics,2025-05-02
txn_100311,user_36,102.72,groceries,2025-04-22
txn_100312,user_46,417.7,groceries,2025-06-18
txn_100313,user_91,210.9,groceries,2025-06-16
txn_100314,user_99,331.51,clothing,2025-06-14
txn_100315,user_80,319.45,groceries,2025-04-25
txn_100316,user_38,307.37,clothing,2025-04-13
txn_100317,user_40,163.63,clothing,2025-05-06
txn_100318,user_88,462.37,entertainment,2025-04-26
txn_100319,user_58,273.22,travel,2025-05-23
txn_100320,user_7,245.45,utilities,2025-06-26
txn_100321,user_86,495.2,groceries,2025-06-27
txn_100322,user_4,136.4,clothing,2025-04-22
txn_100323,user_28,334.81,travel,2025-06-02
txn_100324,user_27,43.96,utilities,2025-05-20
txn_100325,user_58,10.66,dining,2025-06-14
txn_100326,user_16,438.14,dining,2025-06-03
txn_100327,user_2,418.59,groceries,2025-06-17
txn_100328,user_57,178.33,utilities,2025-06-20
txn_100329,user_77,272.94,dining,2025-07-02
txn_100330,user_25,26.84,clothing,2025-05-03
txn_100331,user_71,347.57,entertainment,2025-04-30
txn_100332,user_90,61.31,groceries,2025-06-10
txn_100333,user_4,152.06,groceries,2025-06-06
txn_100334,user_75,117.08,fuel,2025-05-18
txn_100335,user_86,425.94,travel,2025-06-15
txn_100336,user_28,55.61,entertainment,2025-05-07
txn_100337,user_30,10.78,electronics,2025-06-20
txn_100338,user_57,184.57,utilities,2025-05-09
txn_100339,user_92,268.45,groceries,2025-06-07
txn_100340,user_32,499.18,entertainment,2025-06-29
txn_100341,user_85,146.2,dining,2025-04-06
txn_100342,user_29,152.6,dining,2025-05-19
txn_100343,user_12,396.79,clothing,2025-05-21
txn_100344,user_41,194.17,groceries,2025-06-27
txn_100345,user_19,440.44,utilities,2025-06-02
txn_100346,user_97,196.23,fuel,2025-04-18
txn_100347,user_33,353.28,clothing,2025-04-07
txn_100348,user_77,424.7,travel,2025-06-24
txn_100349,user_97,169.21,electronics,2025-04-14
txn_100350,user_74,291.89,travel,2025-05-01
txn_100351,user_91,156.3,utilities,2025-06-22
txn_100352,user_100,482.8,travel,2025-05-17
txn_100353,user_11,141.28,electronics,2025-04-17
txn_100354,user_39,173.62,entertainment,2025-06-03
txn_100355,user_19,312.55,fuel,2025-04-09
txn_100356,user_55,493.36,entertainment,2025-06-13
txn_100357,user_96,294.24,electronics,2025-06-25
txn_100358,user_16,16.91,dining,2025-05-11
txn_100359,user_100,213.52,groceries,2025-04-24
txn_100360,user_71,302.15,dining,2025-06-22
txn_100361,user_61,273.87,fuel,2025-06-29
txn_100362,user_9,45.39,entertainment,2025-06-14
txn_100363,user_25,70.27,utilities,2025-04-23
txn_100364,user_47,183.21,utilities,2025-05-07
txn_100365,user_48,344.76,fuel,2025-05-03
txn_100366,user_35,389.15,groceries,2025-06-18
txn_100367,user_79,209.93,dining,2025-04-27
txn_100368,user_63,206.17,fuel,2025-04-17
txn_100369,user_27,366.38,electronics,2025-05-24
txn_100370,user_46,438.8,utilities,2025-05-22
txn_100371,user_23,499.33,clothing,2025-06-21
txn_100372,user_79,39.71,entertainment,2025-04-04
txn_100373,user_46,411.41,travel,2025-05-10
txn_100374,user_77,236.93,clothing,2025-04-15
txn_100375,user_48,467.52,groceries,2025-04-12
txn_100376,user_29,428.35,entertainment,2025-04-04
txn_100377,user_68,138.98,travel,2025-05-12
txn_100378,user_19,126.92,travel,2025-05-21
txn_100379,user_94,377.1,electronics,2025-05-12
txn_100380,user_36,349.56,fuel,2025-05-03
txn_100381,user_42,15.56,groceries,2025-04-30
txn_100382,user_40,380.15,electronics,2025-06-02
txn_100383,user_56,420.15,dining,2025-05-18
txn_100384,user_50,248.95,entertainment,2025-04-20
txn_100385,user_58,258.41,utilities,2025-04-11
txn_100386,user_59,56.59,clothing,2025-04-08
txn_100387,user_89,274.21,fuel,2025-05-18
txn_100388,user_31,24.47,entertainment,2025-04-10
txn_100389,user_55,339.04,clothing,2025-04-21
txn_100390,user_49,343.01,dining,2025-05-13
txn_100391,user_37,342.03,dining,2025-06-21
txn_100392,user_89,44.81,travel,2025-06-24
txn_100393,user_78,330.7,dining,2025-04-27
txn_100394,user_29,449.04,fuel,2025-05-20
txn_100395,user_51,290.36,electronics,2025-04-21
txn_100396,user_28,464.93,electronics,2025-04-09
txn_100397,user_39,249.94,electronics,2025-04-05
txn_100398,user_30,28.9,travel,2025-05-22
txn_100399,user_3,496.13,electronics,2025-04-07
txn_100400,user_61,184.59,dining,2025-06-07
txn_100401,user_65,74.99,clothing,2025-05-06
txn_100402,user_4,491.04,electronics,2025-06-16
txn_100403,user_57,15.48,entertainment,2025-06-24
txn_100404,user_58,28.56,clothing,2025-04-04
txn_100405,user_22,182.03,entertainment,2025-04-14
txn_100406,user_82,497.92,entertainment,2025-05-21
txn_100407,user_93,194.64,clothing,2025-06-14
txn_100408,user_17,191.48,utilities,2025-06-16
txn_100409,user_32,189.7,fuel,2025-04-22
txn_100410,user_65,186.26,fuel,2025-04-27
txn_100411,user_34,39.94,clothing,2025-05-24
txn_100412,user_3,309.72,entertainment,2025-04-21
txn_100413,user_34,179.29,groceries,2025-04-09
txn_100414,user_39,273.82,fuel,2025-05-09
txn_100415,user_30,167.34,utilities,2025-04-04
txn_100416,user_43,112.86,utilities,2025-05-21
txn_100417,user_37,220.04,travel,2025-06-06
txn_100418,user_38,41.16,fuel,2025-05-18
txn_100419,user_86,318.32,entertainment,2025-05-30
txn_100420,user_68,227.95,travel,2025-04-27
txn_100421,user_42,183.49,clothing,2025-06-04
txn_100422,user_1,62.19,entertainment,2025-04-29
txn_100423,user_7,74.29,entertainment,2025-05-26
txn_100424,user_23,18.96,groceries,2025-04-29
txn_100425,user_3,296.76,dining,2025-04-13
txn_100426,user_87,24.52,electronics,2025-04-13
txn_100427,user_63,387.69,fuel,2025-04-03
txn_100428,user_47,370.35,electronics,2025-05-21
txn_100429,user_3,430.54,electronics,2025-06-17
txn_100430,user_100,475.37,groceries,2025-04-15
txn_100431,user_77,111.95,electronics,2025-04-27
txn_100432,user_11,386.1,clothing,2025-06-03
txn_100433,user_33,270.32,utilities,2025-04-23
txn_100434,user_89,286.48,entertainment,2025-06-15
txn_100435,user_47,394.79,utilities,2025-05-18
txn_100436,user_42,383.22,entertainment,2025-05-23
txn_100437,user_84,179.02,fuel,2025-04-30
txn_100438,user_65,480.22,groceries,2025-06-05
txn_100439,user_11,196.67,dining,2025-06-16
txn_100440,user_80,377.14,groceries,2025-06-11
txn_100441,user_43,370.63,fuel,2025-05-29
txn_100442,user_40,93.24,travel,2025-04-28
txn_100443,user_13,498.62,fuel,2025-06-22
txn_100444,user_33,425.35,fuel,2025-06-23
txn_100445,user_54,83.88,entertainment,2025-04-05
txn_100446,user_6,383.0,travel,2025-06-18
txn_100447,user_96,215.92,electronics,2025-04-23
txn_100448,user_91,113.08,entertainment,2025-04-29
txn_100449,user_87,29.98,entertainment,2025-04-17
txn_100450,user_81,273.06,electronics,2025-06-26
txn_100451,user_17,348.5,groceries,2025-04-13
txn_100452,user_52,63.11,electronics,2025-06-16
txn_100453,user_91,180.48,clothing,2025-05-31
txn_100454,user_26,279.59,clothing,2025-07-01
txn_100455,user_15,437.13,travel,2025-06-29
txn_100456,user_48,210.36,entertainment,2025-04-07
txn_100457,user_7,316.32,fuel,2025-05-29
txn_100458,user_91,12.8,clothing,2025-06-15
txn_100459,user_13,291.8,groceries,2025-04-27
txn_100460,user_67,104.77,fuel,2025-05-07
txn_100461,user_61,131.04,electronics,2025-06-16
txn_100462,user_90,177.88,entertainment,2025-06-30
txn_100463,user_30,202.28,travel,2025-05-15
txn_100464,user_42,202.02,travel,2025-05-02
txn_100465,user_79,255.54,clothing,2025-04-17
txn_100466,user_83,215.93,fuel,2025-05-23
txn_100467,user_46,322.41,fuel,2025-04-15
txn_100468,user_36,457.82,electronics,2025-04-26
txn_100469,user_34,262.56,travel,2025-05-17
txn_100470,user_49,28.58,electronics,2025-06-20
txn_100471,user_43,220.92,fuel,2025-06-19
txn_100472,user_53,62.73,entertainment,2025-06-23
txn_100473,user_63,33.48,utilities,2025-06-03
txn_100474,user_97,354.61,groceries,2025-04-28
txn_100475,user_97,388.6,fuel,2025-04-26
txn_100476,user_73,106.15,utilities,2025-06-25
txn_100477,user_4,34.73,dining,2025-05-04
txn_100478,user_33,246.31,groceries,2025-05-18
txn_100479,user_43,311.99,groceries,2025-04-30
txn_100480,user_20,425.3,travel,2025-06-09
txn_100481,user_25,69.69,clothing,2025-04-05
txn_100482,user_3,75.66,travel,2025-06-20
txn_100483,user_28,201.81,dining,2025-06-16
txn_100484,user_6,198.71,electronics,2025-05-05
txn_100485,user_38,195.22,utilities,2025-04-05
txn_100486,user_99,325.3,travel,2025-05-26
txn_100487,user_84,172.21,entertainment,2025-04-05
txn_100488,user_27,388.41,groceries,2025-06-03
txn_100489,user_6,86.3,fuel,2025-06-26
txn_100490,user_78,55.6,travel,2025-05-05
txn_100491,user_64,355.83,travel,2025-06-12
txn_100492,user_26,253.55,travel,2025-06-16
txn_100493,user_94,452.29,groceries,2025-05-10
txn_100494,user_45,207.64,dining,2025-06-14
txn_100495,user_2,131.04,electronics,2025-05-28
txn_100496,user_48,170.31,dining,2025-04-27
txn_100497,user_66,53.86,travel,2025-06-11
txn_100498,user_51,377.12,entertainment,2025-04-19
txn_100499,user_82,35.92,travel,2025-06-09
txn_100500,user_64,467.97,dining,2025-06-21
txn_100501,user_55,273.72,groceries,2025-05-06
txn_100502,user_33,386.7,utilities,2025-05-18
txn_100503,user_32,61.45,clothing,2025-06-01
txn_100504,user_47,348.75,dining,2025-07-02
txn_100505,user_79,384.4,dining,2025-05-03
txn_100506,user_73,15.89,dining,2025-05-15
txn_100507,user_99,390.55,fuel,2025-06-17
txn_100508,user_13,323.56,fuel,2025-06-12
txn_100509,user_8,341.83,clothing,2025-04-21
txn_100510,user_77,166.16,clothing,2025-05-06
txn_100511,user_90,72.99,dining,2025-05-06
txn_100512,user_53,173.55,travel,2025-05-25
txn_100513,user_27,495.78,utilities,2025-05-07
txn_100514,user_100,207.94,groceries,2025-05-29
txn_100515,user_39,95.26,dining,2025-05-29
txn_100516,user_11,465.39,groceries,2025-06-04
txn_100517,user_73,93.66,entertainment,2025-05-20
txn_100518,user_48,207.5,travel,2025-06-20
txn_100519,user_66,298.08,entertainment,2025-05-29
txn_100520,user_37,150.6,clothing,2025-05-04
txn_100521,user_51,180.91,travel,2025-05-03
txn_100522,user_39,381.52,entertainment,2025-05-03
txn_100523,user_16,414.9,dining,2025-04-04
txn_100524,user_98,127.93,utilities,2025-05-07
txn_100525,user_24,192.98,fuel,2025-05-16
txn_100526,user_67,29.51,dining,2025-06-01
txn_100527,user_40,144.95,dining,2025-06-14
txn_100528,user_68,101.21,fuel,2025-05-02
txn_100529,user_97,369.69,fuel,2025-04-28
txn_100530,user_17,432.96,dining,2025-06-21
txn_100531,user_85,180.93,groceries,2025-06-06
txn_100532,user_78,81.72,entertainment,2025-06-23
txn_100533,user_41,351.47,fuel,2025-04-25
txn_100534,user_28,96.93,dining,2025-05-28
txn_100535,user_6,25.83,clothing,2025-04-17
txn_100536,user_58,251.56,travel,2025-05-28
txn_100537,user_35,493.28,utilities,2025-04-28
txn_100538,user_96,201.08,groceries,2025-04-23
txn_100539,user_3,373.44,electronics,2025-04-07
txn_100540,user_96,7.77,travel,2025-04-03
txn_100541,user_14,427.7,utilities,2025-06-01
txn_100542,user_36,43.84,utilities,2025-04-19
txn_100543,user_76,301.75,entertainment,2025-05-23
txn_100544,user_25,472.27,groceries,2025-06-16
txn_100545,user_42,224.53,entertainment,2025-05-19
txn_100546,user_96,486.92,fuel,2025-04-15
txn_100547,user_88,294.37,travel,2025-04-08
txn_100548,user_87,191.58,travel,2025-05-07
txn_100549,user_6,444.83,dining,2025-06-06
txn_100550,user_15,51.76,clothing,2025-06-30
txn_100551,user_71,134.23,electronics,2025-06-24
txn_100552,user_95,338.38,dining,2025-06-29
txn_100553,user_8,102.73,travel,2025-06-22
txn_100554,user_34,211.1,fuel,2025-04-14
txn_100555,user_73,486.09,electronics,2025-04-06
txn_100556,user_100,164.5,dining,2025-05-16
txn_100557,user_22,180.85,entertainment,2025-06-28
txn_100558,user_45,423.9,utilities,2025-04-14
txn_100559,user_32,204.21,entertainment,2025-04-28
txn_100560,user_81,227.38,travel,2025-05-04
